Institute Name,DTE Region,Region Type,Address,District,Taluka,Pincode,Std Code,Website,Email,Head Name,Office Number,Personal Number
"Agnel Charities' FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai",Mumbai,Urban,"Sector 9-A,  Vashi, Navi Mumbai,",Thane,,400703,022,www.fcrit.ac.in,principalfcrit@gmail.com,Dr. Rollin Fernandes,41611000 Ext.- 123,41611013 Ext.- 123
"Konkan Gyanpeeth College of Engineering, Karjat",Mumbai,Urban,"Vengaon Road, Dahivali, Karjat",Raigad,,410201,02148,www.kgce.org,kgce@vsnl.net,Dr.Madhukar J.Lengare,222580 Ext.- 202,222580 Ext.- 
"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",Mumbai,Urban,"Plot No. U-15, J.V.P.D. Scheme, Bhaktivedanta Swami Marg, Vile Parle (West), Mumbai",Mumbai-Suburban,,400056,022,www.djsce.ac.in,info@djsce.ac.in,Dr. Hari Vasudevan,26183892 Ext.- ,26183892 Ext.- 
"Hope Foundation and research center's  Finolex Academy of Management and Technology, Ratnagiri",Mumbai,Urban,"P- 60, P-60/1, MIDC, Mirjole Block, Ratnagiri",Ratnagiri,,415639,02352,www.famt.ac.in,admin@famt.ac.in,DR. SHASHIKANT S. GOILKAR,229657 Ext.- ,229569 Ext.- 200
"Rizvi Education Society's Rizvi College of Engineering, Bandra,Mumbai",Mumbai,Urban,"Rizvi Educational Complex, Off Carter Road, Sherly Rajan Village, Bandra (W), Mumbai ",Mumbai-Suburban,,400050,022,www.eng.rizvi.edu.in,info@eng.rizvi.edu.in,Dr. Varsha Shah,26052072 Ext.- 140, Ext.- 
Rajendra Mane College of Engineering & Technology  Ambav Deorukh,Mumbai,Rural,"At - Ambav (Devrukh).Tal Sangameshwar,Dist.- Ratnagiri",Ratnagiri,,415804,02354,www.rmcet.com,info@rmcet.com,Dr. G. V. Mulgund,240992 Ext.- 202,249609 Ext.- 
"Atharva College of Engineering,Malad(West),Mumbai",Mumbai,Urban,"S. No. 263, Plot No. 8-12, Malad-Marve Rd, Charkop Naka, Malad(W), Mumbai",Mumbai-Suburban,,400095,022,www.atharvaeducation.com,ace@atharvaeducation.com,Dr. SHRIKANT KALLURKAR,40294949 Ext.- 185,40294907 Ext.- 185
"St. Francis Institute of Technology,Borivali, Mumbai",Mumbai,Urban,"Mount Poinsur, S.V.P. Road, Borivali ( W ), Mumbai ",Mumbai-Suburban,,400103,022,www.sfitengg.org,sfedu@sfitengg.org,Dr. A. K. Sen,28928585 Ext.- , Ext.- 
"S.S.P.M.'s College of Engineering, Kankavli",Mumbai,Rural," A/P-Harkul Budruk, Tal- Kankavali. Dist-Sindhudurg",Sindhudurg,,416602,02367,www.sspmcoe.ac.in,sspmcoe@gmail.com,Dr. A. K. Bhat,233812 Ext.- , Ext.- 
"M.E.S  Pillai's  Institute of Information Technology, Engineering Media Studies and Research,New Panvel",Mumbai,Urban,"Dr. K.M.Vasudevan Pillais' Campus Plot No. 10, Sector 16, New Panvel, Dist.Raigad",Raigad,,410206,022,www.piit.ac.in,principalpiit@mes.ac.in,Dr. R.I.K Moorthy,27456100 Ext.- 109,27451700 Ext.- 101
"Don Bosco Institute of Technology, Mumbai",Mumbai,Urban,"Premier Automobiles Road,Opp. Fiat Company, Kurla (West), Mumbai ",Mumbai-Suburban,,400070,022,www.dbit.in,dbit@dbit.in,Dr. Prasanna Nambiar,25042018 Ext.- 113,25040508 Ext.- 113
"K J Somaiya Institute of Engineering and Information Technology, Sion, Mumbai",Mumbai,Urban,"Somaiya Auryvihar Complex,  Near Everard Nagar Eastern Express Highway, Sion (East), Mumbai",Mumbai-Suburban,,400022,022,www.somaiya.edu/vidyavihar/kjsieit,principal.tech@somaiya.edu,Dr. Dilip Rambhau Pangavhane,24080331 Ext.- 401,24061401 Ext.- 
"Excelsior Education Society's K.C. College of Engineering and Management Studies and Research, Kopri, Thane (E)",Mumbai,Urban,"Mith bunder Road, Near Sadguru Gardens, Kopri, Thane (E)",Thane,,400603,022,www.kccoe.org,kcce21@hotmail.com,Dr. Hansraj Guhilot,25327100 Ext.- 214, Ext.- 
"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",Mumbai,Urban,"Sri. Chandrsekarendra Saraswathy Vidyapuram, Sector-5, Plot 1C&1E, Nerul Dist. Raigad ",Raigad,,400706,022,www.siesgst.net,siesgst@siesgst.net,Dr.Alka Mahajan,27716969 Ext.- 100,27718780 Ext.- 
"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Mumbai,Urban,"47, Dr. R.G. Thadani Marg, (near  Venus Apartment)  Worli, Mumbai",Mumbai-City,,400018,022,www.watumull.edu,principal@watumull.edu,DR.SUNITA SHARMA,24974858 Ext.- , Ext.- 
"Xavier Institute Of Engineering C/O  Xavier Technical Institute,Mahim,Mumbai",Mumbai,Urban,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim(W),   Mumbai",Mumbai-City,,400016,022,www.xavierengg.com,office@xavierengg.com,Dr. Y. D. Venkatesh,24451961 Ext.- 201, Ext.- 
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",Mumbai,Urban,"Bhavan's Campus, Versova Road, Munshi Nagar, Andheri (West), Mumbai",Mumbai-Suburban,,400058,022,www.spit.ac.in,principal@spit.ac.in,Dr. Prachi Gharpure ,26287250 Ext.- 305, Ext.- 
"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Mumbai,Rural,"A & Po. Lavel Tal Khed,  Dist. Ratnagiri",Ratnagiri,,415708,02356,www.git-india.edu.in,principal@git-india.edu.in,Dr. Pandurang Shripati Kadam,262798 Ext.- 101, Ext.- 
"Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology, Shahapur, Asangaon, Dist Thane",Mumbai,Rural,"At Asangaon, Tal Shahapur, Opp Railway station, Dist : Thane",Thane,,421601,02527,www.jondhleengg.org,vjtsscoe@rediffmail.com,Dr. PRASHANT S. SONARE,273999 Ext.- 02527,27644021 Ext.- 022
"Aldel Education Trust's St. John College of Engineering & Technology, Vevoor, Palghar",Mumbai,Rural,"St. John Technical Education Complex, Village Vevoor,Manor Road  Palghar (E), District. Thane",Palghar,,401404,02525,www.sjcet.co.in,sjcet.aldel@rediffmail.com,Dr.Satish Takalikar,254846 Ext.- 104,0 Ext.- 0
"Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology,  Sapgaon, Tal. Shahapur",Mumbai,Rural,"Sapgaon, Taluka Shahapur  Dist. Thane",Thane,,421601,02527,www.armiet.com,lsb@armiet.com,Dr. LAVENDRA S BOTHRA,212221 Ext.- ,212222 Ext.- 
"Saraswati Education Society, Yadavrao Tasgaonkar College of Engineering and Management, Nasarapur, Chandai, Karjat",Mumbai,Rural,"Chandhai, Neral - Kadav Raod, Post Nasrapur, Taluka Karjat, Dist. Raigad",Raigad,,410201,02148,www.tasgaonkartech.com,sesytcem@gmail.com,Dr.S.K. Ukarande,321524 Ext.- 02148,321524 Ext.- 02148
"Late Shri. Vishnu Waman Thakur Charitable Trust, Viva Institute of Technology, Shirgaon",Mumbai,Rural,"Shirgaon, At. Post Virar, Tal. Vasai. Thane ",Palghar,,401303,0250,www.viva-technology.org,contact@viva-technology.org,Dr. Arun Kumar,6965620 Ext.- 101,6990999 Ext.- 101
"Haji Jamaluddin Thim Trust's Theem College of Engineering, At. Villege Betegaon, Boisar",Mumbai,Rural,"At Village Betegaon,Boisar Chillhar Road , Near Union Park,  Boisar(E), Tal: Palghar, Dist. Thane",Palghar,,401501,02525,www.theemcoe.org,info@theemcoe.org,Dr. N. K. RANA,284909 Ext.- 103,284926 Ext.- 103
"Mahatma Education Society's Pillai's College of HOCL College of Engineering & Technology, Rasayani via Panvel",Mumbai,Rural,"Rasayani, Via Panvel. Dist. Raigad ",Raigad,,410207,02192,www.mes.ac.in,shahpragnesh.n@gmail.com,Dr. Chelpa Lingam,252005 Ext.- ,250066 Ext.- 
"Leela Education Society, G.V. Acharya Institute of Engineering and Technology, Shelu, Karjat",Mumbai,Urban,"Shelu/Damat Village, (Opp. Shelu Rly Station), Tal. Karjat. Dist. Raigad",Raigad,,410201,02148,www.leelaeducationsociety.org,principalgvaiet@yahoo.com,Dr. Nishikant G. Joag,229628 Ext.- ,229628 Ext.- 
"Leelavati Awhad Institute of Technology,Management Studies & Research, Badlapur(W)",Mumbai,Rural,"Kanhor, Badlapur(w).,Tal- Ambernath. Dist. Thane ",Thane,,421504,0251,www.lait.in,laitmsr2010@rediffmail.com,Dr.S.N.BARAI,2665001 Ext.- , Ext.- 
"Dilkap Research Institute Of Engineering and Management Studies, At.Mamdapur, Post- Neral, Tal- Karjat,  Mumbai",Mumbai,Rural,"Village At.Mamdapur, Post- Neral, Tal- Karjat,  Dist.Raigadh",Raigad,,410101,02148,www.driems.in,sumaneducationaltrust@gmail.com,Dr. Ajoy Kumar,651806 Ext.- ,651806 Ext.- 
"Shree L.R. Tiwari College of Engineering, Mira Road, Mumbai
",Mumbai,Urban,"Survey no. 267, Near Commisioner's Bungalow,Kanakiya Park,Mira Road (E)Thane",Thane,,401107,022,www.slrtce.in,slrtce@rahuleducation.com,Dr.S. Ram Reddy,65142376 Ext.- 209,65295732 Ext.- 209
"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath.",Mumbai,Rural,"At.Karav, Post Vangani(w), Tal. Ambernath, Dist. Thane ",Thane,,421503,0251,www.brharnetc.edu.in,jsiddhivinayakf@gmail.com,Dr. Vikram A. Patil ,2910190 Ext.- ,2910193 Ext.- 
"Anjuman-I-Islam's Kalsekar Technical Campus, Panvel",Mumbai,Urban,"Plot No.2, 3 Sector - 16, Khandgaon, Thane Naka, Panvel Dist. Raigad ",Raigad,,410206,022,www.aiktc.org,aiktc.newpanvel@gmail.com,ABDUL RAZZAK HONNUTAGI,27481247 Ext.- ,27481249 Ext.- 
"Metropolitan Institute of Technology & Management, Sukhalwad, Sindhudurg.",Mumbai,Rural,"At Village Sukhalwad, Near Sindhudurg Railway Station, Post Oras, Tal. Malvan Dist. Sindhudurg",Sindhudurg,,416534,02362,www.mitmindia.in,jbfmumbai@gmail.com,Dr.Prakash A.Hubballi,228553 Ext.- ,228553 Ext.- 
"Vishvatmak Jangli Maharaj Ashram Trust's Vishvatmak Om Gurudev College of Engineering, Mohili-Aghai, Shahpur.",Mumbai,Rural,"At - Mohili, Post. Aghar, Taluka Shahapur, Dist. Thane",Thane,,421301,02527,www.vishwatmakengg.com,vishwatmakgurudev01@gmail.com,Dr.Ajay Sudhir Radke,249001 Ext.- 217, Ext.- 
"G.M.Vedak Institute of Technology, Tala, Raigad.",Mumbai,Rural,"At Post Taluka. Tala, Dist. Raigad ",Raigad,,402111,02140,www.gmvit.com,gmvedakit@gmail.com,"Dr.M.M.Mulkutkar, Principal",269004 Ext.- ,269004 Ext.- 
"Vidya Vikas Education Trust's Technical Campus, ",Mumbai,Urban,"Kaman Bhiwandi Road, S.N. 146(Part), Kaman, Thane ",Palghar,,401202,0250,www.universal.edu.in,Engineering@universal.edu.in,Dr.Jitendra B. Patil,6962458 Ext.- ,2210044 Ext.- 
"VPM's Maharshi Parshuram College of Engineering, Velneshwar, Ratnagiri.",Mumbai,Rural,"At Post Velneshwar, Hedvai-Guhagar Road, Guhagar,Ratnagiri.",Ratnagiri,,415729,02359,www.vpmmpcoe.org,info@vpmmpcoe.org,Dr. K.D.Desai/Dr.Shilpa Kamat,205237 Ext.- , Ext.- 
"Ideal Institute of Technology, Wada, Dist.Thane",Mumbai,Rural,"40, Pasheri Village, Pimplaj road, Taluka Wada, Dist.Thane. ",Palghar,,421303,02526,www.idealwada.com,idealinstituteoftechnology13@gmail.com,Dr. Nemi Chand Bogawat,76780020 Ext.- 00, Ext.- 
"Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET), Khalapur Dist Raigad",Mumbai,Rural,"Survey No. 52 Kumbhivali, On Mumbai-Pune Expressway, Near Khalapur Toll Naka ,Tal-Khalapur, Dist- Raigad",Raigad,,410202,2192,www.vishwaniketan.edu.in,mail.vishwaniketan@gmail.com,Dr. B. R. Patil,274208 Ext.- ,274208 Ext.- 
"New Horizon Institute of Technology & Management(Womens College), Thane",Mumbai,Urban,"Anand Nagar, Kavesar, Off. Ghodbunder Road, Thane(W)",Thane,,400615,022,www.nhitm.org,nhitm2014@gmail.com,Dr.Vilas B.Shinde,25971778 Ext.- ,25975102 Ext.- 
"A. P. Shah Institute of Technology, Thane",Mumbai,Urban,"Survey No. 12, Opp. Hypercity Mall, Kasarvadavali, Ghodbunder Road, Thane (W)",Thane,,400615,022,www.apsit.org.in,principal@apsit.org.in,Dr. Uttam D. Kolekar,25973737 Ext.- , Ext.- 
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",Mumbai,Urban,"92A/1, Old Mumbai Pune Highway, Near Shedung Toll naka Village Shedung, Panvel, Dist Raigad",Raigad,,402107,0,,,Abhishek Jain, Ext.- , Ext.- 
"Government College of Engineering, Chandrapur",Nagpur,Urban,"Ballarsha Bypass Road,Chandrapur ",Chandrapur,,442403,07172,www.gcoec.ac.in,gcoechandrapur@gmail.com,Dr.  G. G.Bhutada,230478 Ext.- ,230299 Ext.- 
"Laxminarayan Institute of Technology, Nagpur",Nagpur,Urban,"L.I.T.Premises, Opposite Bharatnagar, Amravati Road, Nagpur",Nagpur,,440033,0712,www.nagpuruniversity.org/litnagpur,yenkiemskm@rediffmail.com,Dr.M.K. N. Yenkie,2561107 Ext.- ,2531659 Ext.- 
"Kavi Kulguru Institute of Technology & Science, Ramtek",Nagpur,Rural,"K. K. Nagar, Ramtek, Nagpur - 441 106  ",Nagpur,,441106,07114,www.kits.edu,principal@kits.edu,Dr.  Bhaskar Patel,255309 Ext.- 221,255047 Ext.- 
"Shri Ramdeobaba College of Engineering and Management, Nagpur",Nagpur,Urban,"Gittikhadan, Katola  Road, Nagpur",Nagpur,,440013,0712,www.rknec.edu,admission@rknec.edu,Dr. R. S. Pande,2580011 Ext.- ,2583239 Ext.- 
"Yashwant Rural Education Society's Bapurao Deshmukh Engineering College,Sevagram",Nagpur,Rural,"P.O.Sevagram,Dist-Wardha",Wardha,,442102,07152,www.bdce.edu.in,princi.bdces@gmail.com,Dr.M.A.Gaikwad,284378 Ext.- ,284030 Ext.- 
"Lokmanya Tilak Jankalyan Shikshan Sanstha, Priyadarshani College of Engineering, Nagpur ",Nagpur,Rural,"Near CRPF Campus, Hingna Road, Nagpur ",Nagpur,,440019,07104,www.pce.ltjss.net,principal.pce@ltjss.net,Dr. M. P. Singh,236381 Ext.- 737,237285 Ext.- 
"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",Nagpur,Urban,"Near Dighori Naka, Umrer Road, Bhadura, Nagpur",Nagpur,,441204,07103,www.srpce.ac.in,admin@srpce.ac.in,Dr. Prabhakar Sakharam Charpe,663603 Ext.- ,663603 Ext.- 
"Guru Nanak Institute of Engineering & Technology,Kalmeshwar, Nagpur",Nagpur,Rural,"Khasara No-94,95&164/1,Mauza Dahegaon,Opposite IOC Prtrol Pump,Kalmeshwar, Nagpur",Nagpur,,441501,07118,www.gniet.ac.in,gnietnagpur@gmail.com,Dr.Narendra V. Deshpande,661400 Ext.- ,661400 Ext.- 
"Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology, Nagpur",Nagpur,Rural,"Survey No. 148/149, Salai Godhani, Near Chikna Village, Hudakeshwar Road, Nagpur",Nagpur,,441204,0712,www.gwcet.ac.in,gwcet@rediffmail.com,Dr. Sadanand B. Deshpande,2742308 Ext.- 0712,2742308 Ext.- 
"Lokmanya Tilak Jankalyan Shikshan Sastha, Priyadarshini J. L. College Of Engineering, Nagpur",Nagpur,Urban,"846, Nandanvan, Nagpur ",Nagpur,,440009,0712,www.jlcce.ltjss.net,principaljlcce@gmail.com,DR.A.M.Shende,2711505 Ext.- ,2712490 Ext.- 
"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",Nagpur,Rural,"Behind Asarambapu Ashram Village, Yerala, Katol Road, Nagpur ",Nagpur,,441501,0712,www.sbjit.edu.in,ceo@sbjit.edu.in,Dr. N. G. Bawane,2667777 Ext.- ,2667666 Ext.- 
"Jaidev Education Society, J D College of Engineering and Management, Nagpur ",Nagpur,Rural,"At Khandala, Post Vaini Katol Road, Nagpur",Nagpur,,441501,0712,www.jdcoem.ac.in,principal@jdcoem.ac.in,Dr. S. R. Chaudhari ,2023003 Ext.- ,2682619 Ext.- 
"Samridhi Sarwajanik Charitable Trust, Jhulelal Institut of Technology, Nagpur",Nagpur,Urban,"Kh. No.72, 68/1, 68/2, 68/3, Lonara Dist. Nagpur",Nagpur,,441111,0712,www.jit.org.in,admin@jit.org.in,DR. S.S.Limaye,2668233 Ext.- 0712,2532240 Ext.- 0712
"Bhausaheb Charitable Trust's Bhausaheb Mulik College of Engineering, Nagpur",Nagpur,Rural,"P-73, OSP 73, MIDC, Butibori, Nagpur ",Nagpur,,441122,07103,www.bmce.edu.in,bmcoe.butibori@gmail.com,Dr.R.H.Parikh,202535 Ext.- , Ext.- 
"Shriram Gram Vikas Shikshan Sanstha, Vilasrao Deshmukh College of Engineering and Technology, Nagpur",Nagpur,Rural,"Sr. No.121, 262, At Mouza, Taluka Mauda, Bhandara Road, Nagpur ",Nagpur,,441104,07115,www.vdcet.com,vdcoe_ngp@hotmail.com,Dr. C. S. Burande,281254 Ext.- 07115, Ext.- 
"Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology for Women, Nagpur",Nagpur,Rural,"MIDC, Near Facor, Higna Wadi Road, Nagpur ",Nagpur,,440028,07104,www.ghrietw.raisoni.net,ghrietw@raisoni.net,Dr. S.B. Jaju,234501 Ext.- ,234501 Ext.- 
"Sanmarg Shikshan Sanstha, Mandukarrao Pandav College of Engineering, Bhandara,Nagpur",Nagpur,Rural,"Sr. No.183/1, Billewada, Taluka & Dist Bhandara",Bhandara,,441912,07184,WWW.MPCE.ORG.IN,mpce@rediffmail.com,P Nageshwarrao,71843094 Ext.- 00, Ext.- 
"Shri. Sai Shikshan Sanstha, Nagpur Institute of Technology, Nagpur",Nagpur,Urban,"Sr. No.13/2, Mahurzari, Katol Road, Taluka & Dist Nagpur ",Nagpur,,441501,0712,www.nit.edu.in,nit.registrar@gmail.com,Dr. Surendra Gole,3223477 Ext.- 100,2023055 Ext.- 
"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Nagpur,Urban,"Dongargoan, Near Gumgaon Railway Station, Post - Gumgaon, Wardha road, Nagpur",Nagpur,,441114,07103,www.wcem.in,wcem@rediffmail.com,Dr.Ankush Mankar,203728 Ext.- 7103,202007 Ext.- 7103
"Backward Class Youth Relife Commitee's Umrer College of Engineering, Umrer",Nagpur,Rural,"State Highway No.9, Opp. W. C. L., Umrer Project, Umrer, Nagpur",Nagpur,,441204,07116,www.ucoe.org.in,dratulcwaghmare@rediffmail.com,Dr. A.C. Waghmare,247317 Ext.- ,247823 Ext.- 11
"K.D.K. College of Engineering, Nagpur",Nagpur,Urban," Great Nag Road, Nandanvan, Nagpur",Nagpur,,440009,0712,www.kdkce.edu.in,kdkce_ngp9@sancharnet.in,Dr. D. P. Singh,2710030 Ext.- 206,2711400 Ext.- 206
"Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Nagpur,Rural,"Kh. No. 8/1, Mohgaon,Wardha Road,Nagpur ",Nagpur,,441108,0712,www.tgpcet.com,vidarbhabuss@yahoo.co.in,Dr. G. K. AWARI,6648252 Ext.- 0712,645411 Ext.- 07103
Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,Nagpur,Urban,Ballarpur Road Babupeth Dist. Chandrapur,Chandrapur,,442403,07172,www.rcert.ac.in,principal@rcert.ac.in,Dr. Kirtiwardhan R. Dixit,225168 Ext.- 201,225286 Ext.- 
"Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology, Gondia",Nagpur,Rural,"Kudwa,  Dist. Gondia ",Gondiya,,441614,07182,www.mietgondia.in,principal_miet@rediffmail.com,Dr. S.S. Rathore,252033 Ext.- 205,252158 Ext.- 
"Yeshwantrao Chavan College of Engineering,Wanadongri, Nagpur",Nagpur,Rural,"Hingna Road, Wanadongri, Nagpur  441110",Nagpur,,441110,07104,www.ycce.edu,principal@ycce.edu,DR. U.P. WAGHE,237919 Ext.- 202,329250 Ext.- 202
"Lokmanya Tilak Jankalyan Shikshan Sanstha's , Priyadarshini Institute of Engineering and Technology, Nagpur",Nagpur,Urban,"Mouza Shivangaon , Khasara, 1/1A, 1909/12C, Near CRPF Campus, Hingna Road, Nagpur",Nagpur,,440019,07104,www.piet.ltjss.net,viveknanoti@gmail.com,Dr. V.M. Nanoti,236463 Ext.- ,236448 Ext.- 
"Anjuman College of Engineering & Technology, Nagpur",Nagpur,Urban,"Mangalwari Bazar Road, Sadar, Nagpur",Nagpur,,440001,0712,www.anjumanengg.edu.in,eng_acet@rediffmail.com,Prof.(Dr.) Sajid Anwar,6604502 Ext.- ,2583559 Ext.- 
"National Power Training Institute, Nagpur (Under the Ministry of Power,(Govt. of India) ",Nagpur,Urban,"South Ambazari Road,  Gopal Nagar,(Opp VNIT),Nagpur ",Nagpur,,440022,0712,www.nptinagpur.com,director@nptinagpur.com,Shri A. G. Vinchurkar,2231478 Ext.- ,2226176 Ext.- 301
"ST. Vincent Pallotti College of Engineering & Technology, Nagpur",Nagpur,Rural,"Gavsi Manapur, Wardha Road,  Nagpur",Nagpur,,441108,07103,www.stvincentngp.edu.in,info@stvincentngp.edu.in,Dr. V.V. Sohoni,275951 Ext.- 105, Ext.- 
"JMSS Shri Shankarprasad Agnihotri College of Engineering, Wardha",Nagpur,Rural,"Agnihotri College Campus, Bapujiwadi, Ramnagar, Wardha ",Wardha,,442001,07152,www.agnihotrigroup.org,vikramrok@rediffmail.com,Dr. Rajkishor M. Tugnayat,250007 Ext.- ,232552 Ext.- 
"Priyadarshini Bhagwati  College of Engineering, Harpur Nagar, Umred Road,Nagpur",Nagpur,Urban,"Harpur Nagar, Umrer Road, Nagpur",Nagpur,,440024,0712,www.bcce.ltjss.net,principalpbcoe@gmail.com,Dr. N. K. Choudhari,2710282 Ext.- ,2710281 Ext.- 
"Rajiv Gandhi College of Engineering & Research, Hingna Road, Nagpur",Nagpur,Rural,"Wanadongari, Hingna Road, Nagpur ",Nagpur,,441110,07104,www.rgcer.edu.in,rgcerngp@gmail.com,Dr. A.V. Bapat,287950 Ext.- , Ext.- 
"Lokmanya Tilak Jankalyan Shiksan Sanstha, Priyadarshini Indira Gandhi College of Engineering, Nagpur ",Nagpur,Rural,"Opp. Lata Mangeshkar Hospital, Hingana Road, Nagpur",Nagpur,,440019,07104,www.pice.ltjss.net,g.m.asutkar@gmail.com,Dr. G.M.ASUTKAR,232545 Ext.- 07104,232545 Ext.- 07104
"Backward Class Youth Relief Committee's Shrimati Rajashri Mulak College of Engineering for Womens, Nagpur",Nagpur,Urban,"KDK College Campus, Great Nag Road, Nandanvan, Nagpur ",Nagpur,,440009,0712,www.srmcew.edu.in,principal_srmcew@yahoo.com,Dr. Pushpa Devnani,6462573 Ext.- ,2716411 Ext.- 
"Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology, Nagpur",Nagpur,Rural,"146,149,150 & 153,Nagpur Katol Highway, Khapri(Kothe),Tal.Kalmeshwar, Nagpur",Nagpur,,441501,07118,www.nuvaedu.com,info@nuvaedu.com,Dr.A.S.Khan,661105 Ext.- ,0 Ext.- 
"Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering, Inzapur, Wardha",Nagpur,Rural,"Lloyd Steel Industrial Limited, Hinganghat Road,  Inzapur, Wardha ",Wardha,,442001,07152,www.omcoe.com,glpworld@rediffmail.com,Dr S D Chede ,285252 Ext.- , Ext.- 
"Shree Bapuraoji Deshmukh Foundation, Suresh Deshmukh College of Engineering, Selukate, Wardha",Nagpur,Rural,"Selukate, Survey No. 161, Mauje Selu Kate, Dist. Wardha ",Wardha,,442001,07152,www.sdce.edu.in,princi.sdces@gmail.com,Dr S. V. DESHMUKH,282533 Ext.- ,282333 Ext.- 
"Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research, Savangi (Meghe)",Nagpur,Urban,Wardha Yavatmal Road Wardha,Wardha,,442004,07152,www.dmietr.edu.in,principal_dmietr@yahoo.com,Dr. Sachin Purushottam Untawale,201703 Ext.- , Ext.- 
"Dr. Babasaheb Ambedkar College of Engineering and Research, Wanadongri, Nagpur",Nagpur,,"Wanhadongri, Hingna Road, Nagpur ",Nagpur,,441110,07104,www.svsscer.edu.in,svssngp@gmail.com,Dr. V.H. Tatwawadi,232406 Ext.- ,232406 Ext.- 
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",Nagpur,Rural,"Bamani, Rajapura Road, Tal. Ballarpur. Chandrapur",Chandrapur,,422401,07172,www.bitedu.co.in,bit.ballarpur@gmail.com,Dr. M. Basavaraj,243061 Ext.- ,243089 Ext.- 
"Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology, Gadchiroli",Nagpur,,"At Mouza Boldi, Dhanopra Road, Tal & Dist. Gadchiroli",Gadchiroli,,442605,07132,www.npcet.ac.in,principal.ncet@gmail.com,Dr. Pravin A.Potdukhe,237862 Ext.- ,237862 Ext.- 
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Badravati
",Nagpur,Rural,"Near Village Lonara, Nagpur Road, Badravati Dist. Chandrapur ",Chandrapur,,442902,07175,www.sscet.in,mdyergude@yahoo.com,DR. J.F.AGRAWAL,230723 Ext.- ,230723 Ext.- 
"Mehmuda Shikshan & Gramin Mahila Vikas Bahuudeshiya Sanstha, Central India College of Engineering & Technology, Lonara",Nagpur,Urban,"S.No. 25/1, 25/3, Khasra No. 24, Lonara, Tal. Lonara, Dist. Nagpur",Nagpur,,441111,0712,www.cicet.org,principalcicet@gmail.com,Dr.Pramod Patil,6056333 Ext.- ,6056222 Ext.- 
"Maitraya Education Society, Nagarjuna Institute of Engineering Technology & Management, Nagpur
",Nagpur,Rural,"Khasara No. 27, 32-B, At Satnavari, Amravati Road, Nagpur ",Nagpur,,440023,07118,www.nietm.in,maitrey.ngp@gmail.com,Dr. Sunil M.Rangari,322212 Ext.- 07118, Ext.- 
"K.D.M. Education Society, Vidharbha Institute of Technology,Umred Road ,Nagpur",Nagpur,Rural,"Gram UTI, Umred Road, Nagpur",Nagpur,,441209,07116,www.vitnagpur.com,kdmsociety@gmail.com,Dr. Manoj B Daigavane,281155 Ext.- , Ext.- 
"Nav Disha Education Soc, Acharya Vinoba Bhave Institute of Technology ,Mauza-Pawnar,Wardha",Nagpur,,"At Post Pavanar, Dist. Wardha",Wardha,,442111,07152,www.abvit.org,avbit2008@rediffmail.com,Prof.B.P. Argulwar,93733950 Ext.- ,93733950 Ext.- 
"Gurunanak Educational Society's Gurunanak Institute of Engineering and Management, Nagpur",Nagpur,Rural,"Dahegaon, Kalmeshwar Road, Nagpur",Nagpur,,441501,07118,www.gniem.ac.in,gniemnagpur@gmail.com,Dr. Narendra M Kanhe,661450 Ext.- ,2234333 Ext.- 
